In archive gamma, Unit-0000 must take route north loop, has quota 10, uses permission read, opens window 2, and if rain occurs then the required action is delay. Query answer: Unit-0000 route=north loop; quota=10; permission=read; window=2; cause=rain; action=delay.
In archive gamma, Unit-0270 must take route north loop, has quota 60, uses permission read, opens window 2, and if rain occurs then the required action is delay. Query answer: Unit-0270 route=north loop; quota=60; permission=read; window=2; cause=rain; action=delay.
In archive gamma, Unit-0271 must take route east ridge, has quota 67, uses permission survey, opens window 7, and if heat occurs then the required action is anchor. Query answer: Unit-0271 route=east ridge; quota=67; permission=survey; window=7; cause=heat; action=anchor.
In archive gamma, Unit-0272 must take route amber ferry, has quota 74, uses permission signal, opens window 12, and if static occurs then the required action is cooldown. Query answer: Unit-0272 route=amber ferry; quota=74; permission=signal; window=12; cause=static; action=cooldown.
In archive gamma, Unit-0273 must take route delta canal, has quota 81, uses permission dock, opens window 17, and if wind occurs then the required action is inspect. Query answer: Unit-0273 route=delta canal; quota=81; permission=dock; window=17; cause=wind; action=inspect.
In archive gamma, Unit-0274 must take route silver spur, has quota 88, uses permission export, opens window 4, and if fog occurs then the required action is reroute. Query answer: Unit-0274 route=silver spur; quota=88; permission=export; window=4; cause=fog; action=reroute.
In archive gamma, Unit-0275 must take route north loop, has quota 15, uses permission read, opens window 9, and if rain occurs then the required action is delay. Query answer: Unit-0275 route=north loop; quota=15; permission=read; window=9; cause=rain; action=delay.
In archive gamma, Unit-0276 must take route east ridge, has quota 22, uses permission survey, opens window 14, and if heat occurs then the required action is anchor. Query answer: Unit-0276 route=east ridge; quota=22; permission=survey; window=14; cause=heat; action=anchor.
In archive gamma, Unit-0277 must take route amber ferry, has quota 29, uses permission signal, opens window 19, and if static occurs then the required action is cooldown. Query answer: Unit-0277 route=amber ferry; quota=29; permission=signal; window=19; cause=static; action=cooldown.
In archive gamma, Unit-0278 must take route delta canal, has quota 36, uses permission dock, opens window 6, and if wind occurs then the required action is inspect. Query answer: Unit-0278 route=delta canal; quota=36; permission=dock; window=6; cause=wind; action=inspect.
In archive gamma, Unit-0279 must take route silver spur, has quota 43, uses permission export, opens window 11, and if fog occurs then the required action is reroute. Query answer: Unit-0279 route=silver spur; quota=43; permission=export; window=11; cause=fog; action=reroute.
In archive gamma, Unit-0280 must take route north loop, has quota 50, uses permission read, opens window 16, and if rain occurs then the required action is delay. Query answer: Unit-0280 route=north loop; quota=50; permission=read; window=16; cause=rain; action=delay.
In archive gamma, Unit-0281 must take route east ridge, has quota 57, uses permission survey, opens window 3, and if heat occurs then the required action is anchor. Query answer: Unit-0281 route=east ridge; quota=57; permission=survey; window=3; cause=heat; action=anchor.
In archive gamma, Unit-0282 must take route amber ferry, has quota 64, uses permission signal, opens window 8, and if static occurs then the required action is cooldown. Query answer: Unit-0282 route=amber ferry; quota=64; permission=signal; window=8; cause=static; action=cooldown.
In archive gamma, Unit-0283 must take route delta canal, has quota 71, uses permission dock, opens window 13, and if wind occurs then the required action is inspect. Query answer: Unit-0283 route=delta canal; quota=71; permission=dock; window=13; cause=wind; action=inspect.
In archive gamma, Unit-0284 must take route silver spur, has quota 78, uses permission export, opens window 18, and if fog occurs then the required action is reroute. Query answer: Unit-0284 route=silver spur; quota=78; permission=export; window=18; cause=fog; action=reroute.
In archive gamma, Unit-0285 must take route north loop, has quota 85, uses permission read, opens window 5, and if rain occurs then the required action is delay. Query answer: Unit-0285 route=north loop; quota=85; permission=read; window=5; cause=rain; action=delay.
In archive gamma, Unit-0286 must take route east ridge, has quota 12, uses permission survey, opens window 10, and if heat occurs then the required action is anchor. Query answer: Unit-0286 route=east ridge; quota=12; permission=survey; window=10; cause=heat; action=anchor.
In archive gamma, Unit-0287 must take route amber ferry, has quota 19, uses permission signal, opens window 15, and if static occurs then the required action is cooldown. Query answer: Unit-0287 route=amber ferry; quota=19; permission=signal; window=15; cause=static; action=cooldown.
In archive gamma, Unit-0288 must take route delta canal, has quota 26, uses permission dock, opens window 2, and if wind occurs then the required action is inspect. Query answer: Unit-0288 route=delta canal; quota=26; permission=dock; window=2; cause=wind; action=inspect.
In archive gamma, Unit-0289 must take route silver spur, has quota 33, uses permission export, opens window 7, and if fog occurs then the required action is reroute. Query answer: Unit-0289 route=silver spur; quota=33; permission=export; window=7; cause=fog; action=reroute.
In archive gamma, Unit-0290 must take route north loop, has quota 40, uses permission read, opens window 12, and if rain occurs then the required action is delay. Query answer: Unit-0290 route=north loop; quota=40; permission=read; window=12; cause=rain; action=delay.
In archive gamma, Unit-0291 must take route east ridge, has quota 47, uses permission survey, opens window 17, and if heat occurs then the required action is anchor. Query answer: Unit-0291 route=east ridge; quota=47; permission=survey; window=17; cause=heat; action=anchor.
In archive gamma, Unit-0292 must take route amber ferry, has quota 54, uses permission signal, opens window 4, and if static occurs then the required action is cooldown. Query answer: Unit-0292 route=amber ferry; quota=54; permission=signal; window=4; cause=static; action=cooldown.
In archive gamma, Unit-0293 must take route delta canal, has quota 61, uses permission dock, opens window 9, and if wind occurs then the required action is inspect. Query answer: Unit-0293 route=delta canal; quota=61; permission=dock; window=9; cause=wind; action=inspect.
In archive gamma, Unit-0294 must take route silver spur, has quota 68, uses permission export, opens window 14, and if fog occurs then the required action is reroute. Query answer: Unit-0294 route=silver spur; quota=68; permission=export; window=14; cause=fog; action=reroute.
In archive gamma, Unit-0295 must take route north loop, has quota 75, uses permission read, opens window 19, and if rain occurs then the required action is delay. Query answer: Unit-0295 route=north loop; quota=75; permission=read; window=19; cause=rain; action=delay.
In archive gamma, Unit-0296 must take route east ridge, has quota 82, uses permission survey, opens window 6, and if heat occurs then the required action is anchor. Query answer: Unit-0296 route=east ridge; quota=82; permission=survey; window=6; cause=heat; action=anchor.
In archive gamma, Unit-0297 must take route amber ferry, has quota 89, uses permission signal, opens window 11, and if static occurs then the required action is cooldown. Query answer: Unit-0297 route=amber ferry; quota=89; permission=signal; window=11; cause=static; action=cooldown.
In archive gamma, Unit-0298 must take route delta canal, has quota 16, uses permission dock, opens window 16, and if wind occurs then the required action is inspect. Query answer: Unit-0298 route=delta canal; quota=16; permission=dock; window=16; cause=wind; action=inspect.
In archive gamma, Unit-0299 must take route silver spur, has quota 23, uses permission export, opens window 3, and if fog occurs then the required action is reroute. Query answer: Unit-0299 route=silver spur; quota=23; permission=export; window=3; cause=fog; action=reroute.
In archive gamma, Unit-0300 must take route north loop, has quota 30, uses permission read, opens window 8, and if rain occurs then the required action is delay. Query answer: Unit-0300 route=north loop; quota=30; permission=read; window=8; cause=rain; action=delay.
In archive gamma, Unit-0301 must take route east ridge, has quota 37, uses permission survey, opens window 13, and if heat occurs then the required action is anchor. Query answer: Unit-0301 route=east ridge; quota=37; permission=survey; window=13; cause=heat; action=anchor.
In archive gamma, Unit-0302 must take route amber ferry, has quota 44, uses permission signal, opens window 18, and if static occurs then the required action is cooldown. Query answer: Unit-0302 route=amber ferry; quota=44; permission=signal; window=18; cause=static; action=cooldown.
In archive gamma, Unit-0303 must take route delta canal, has quota 51, uses permission dock, opens window 5, and if wind occurs then the required action is inspect. Query answer: Unit-0303 route=delta canal; quota=51; permission=dock; window=5; cause=wind; action=inspect.
In archive gamma, Unit-0304 must take route silver spur, has quota 58, uses permission export, opens window 10, and if fog occurs then the required action is reroute. Query answer: Unit-0304 route=silver spur; quota=58; permission=export; window=10; cause=fog; action=reroute.
In archive gamma, Unit-0305 must take route north loop, has quota 65, uses permission read, opens window 15, and if rain occurs then the required action is delay. Query answer: Unit-0305 route=north loop; quota=65; permission=read; window=15; cause=rain; action=delay.
In archive gamma, Unit-0306 must take route east ridge, has quota 72, uses permission survey, opens window 2, and if heat occurs then the required action is anchor. Query answer: Unit-0306 route=east ridge; quota=72; permission=survey; window=2; cause=heat; action=anchor.
In archive gamma, Unit-0307 must take route amber ferry, has quota 79, uses permission signal, opens window 7, and if static occurs then the required action is cooldown. Query answer: Unit-0307 route=amber ferry; quota=79; permission=signal; window=7; cause=static; action=cooldown.
In archive gamma, Unit-0308 must take route delta canal, has quota 86, uses permission dock, opens window 12, and if wind occurs then the required action is inspect. Query answer: Unit-0308 route=delta canal; quota=86; permission=dock; window=12; cause=wind; action=inspect.
In archive gamma, Unit-0309 must take route silver spur, has quota 13, uses permission export, opens window 17, and if fog occurs then the required action is reroute. Query answer: Unit-0309 route=silver spur; quota=13; permission=export; window=17; cause=fog; action=reroute.
In archive gamma, Unit-0310 must take route north loop, has quota 20, uses permission read, opens window 4, and if rain occurs then the required action is delay. Query answer: Unit-0310 route=north loop; quota=20; permission=read; window=4; cause=rain; action=delay.
In archive gamma, Unit-0311 must take route east ridge, has quota 27, uses permission survey, opens window 9, and if heat occurs then the required action is anchor. Query answer: Unit-0311 route=east ridge; quota=27; permission=survey; window=9; cause=heat; action=anchor.
In archive gamma, Unit-0312 must take route amber ferry, has quota 34, uses permission signal, opens window 14, and if static occurs then the required action is cooldown. Query answer: Unit-0312 route=amber ferry; quota=34; permission=signal; window=14; cause=static; action=cooldown.
In archive gamma, Unit-0313 must take route delta canal, has quota 41, uses permission dock, opens window 19, and if wind occurs then the required action is inspect. Query answer: Unit-0313 route=delta canal; quota=41; permission=dock; window=19; cause=wind; action=inspect.
In archive gamma, Unit-0314 must take route silver spur, has quota 48, uses permission export, opens window 6, and if fog occurs then the required action is reroute. Query answer: Unit-0314 route=silver spur; quota=48; permission=export; window=6; cause=fog; action=reroute.
In archive gamma, Unit-0315 must take route north loop, has quota 55, uses permission read, opens window 11, and if rain occurs then the required action is delay. Query answer: Unit-0315 route=north loop; quota=55; permission=read; window=11; cause=rain; action=delay.
In archive gamma, Unit-0316 must take route east ridge, has quota 62, uses permission survey, opens window 16, and if heat occurs then the required action is anchor. Query answer: Unit-0316 route=east ridge; quota=62; permission=survey; window=16; cause=heat; action=anchor.
In archive gamma, Unit-0317 must take route amber ferry, has quota 69, uses permission signal, opens window 3, and if static occurs then the required action is cooldown. Query answer: Unit-0317 route=amber ferry; quota=69; permission=signal; window=3; cause=static; action=cooldown.
In archive gamma, Unit-0318 must take route delta canal, has quota 76, uses permission dock, opens window 8, and if wind occurs then the required action is inspect. Query answer: Unit-0318 route=delta canal; quota=76; permission=dock; window=8; cause=wind; action=inspect.
In archive gamma, Unit-0319 must take route silver spur, has quota 83, uses permission export, opens window 13, and if fog occurs then the required action is reroute. Query answer: Unit-0319 route=silver spur; quota=83; permission=export; window=13; cause=fog; action=reroute.
In archive gamma, Unit-0320 must take route north loop, has quota 10, uses permission read, opens window 18, and if rain occurs then the required action is delay. Query answer: Unit-0320 route=north loop; quota=10; permission=read; window=18; cause=rain; action=delay.
In archive gamma, Unit-0321 must take route east ridge, has quota 17, uses permission survey, opens window 5, and if heat occurs then the required action is anchor. Query answer: Unit-0321 route=east ridge; quota=17; permission=survey; window=5; cause=heat; action=anchor.
In archive gamma, Unit-0322 must take route amber ferry, has quota 24, uses permission signal, opens window 10, and if static occurs then the required action is cooldown. Query answer: Unit-0322 route=amber ferry; quota=24; permission=signal; window=10; cause=static; action=cooldown.
In archive gamma, Unit-0323 must take route delta canal, has quota 31, uses permission dock, opens window 15, and if wind occurs then the required action is inspect. Query answer: Unit-0323 route=delta canal; quota=31; permission=dock; window=15; cause=wind; action=inspect.
In archive gamma, Unit-0324 must take route silver spur, has quota 38, uses permission export, opens window 2, and if fog occurs then the required action is reroute. Query answer: Unit-0324 route=silver spur; quota=38; permission=export; window=2; cause=fog; action=reroute.
In archive gamma, Unit-0325 must take route north loop, has quota 45, uses permission read, opens window 7, and if rain occurs then the required action is delay. Query answer: Unit-0325 route=north loop; quota=45; permission=read; window=7; cause=rain; action=delay.
In archive gamma, Unit-0326 must take route east ridge, has quota 52, uses permission survey, opens window 12, and if heat occurs then the required action is anchor. Query answer: Unit-0326 route=east ridge; quota=52; permission=survey; window=12; cause=heat; action=anchor.
In archive gamma, Unit-0327 must take route amber ferry, has quota 59, uses permission signal, opens window 17, and if static occurs then the required action is cooldown. Query answer: Unit-0327 route=amber ferry; quota=59; permission=signal; window=17; cause=static; action=cooldown.
In archive gamma, Unit-0328 must take route delta canal, has quota 66, uses permission dock, opens window 4, and if wind occurs then the required action is inspect. Query answer: Unit-0328 route=delta canal; quota=66; permission=dock; window=4; cause=wind; action=inspect.
In archive gamma, Unit-0329 must take route silver spur, has quota 73, uses permission export, opens window 9, and if fog occurs then the required action is reroute. Query answer: Unit-0329 route=silver spur; quota=73; permission=export; window=9; cause=fog; action=reroute.
In archive gamma, Unit-0330 must take route north loop, has quota 80, uses permission read, opens window 14, and if rain occurs then the required action is delay. Query answer: Unit-0330 route=north loop; quota=80; permission=read; window=14; cause=rain; action=delay.
In archive gamma, Unit-0331 must take route east ridge, has quota 87, uses permission survey, opens window 19, and if heat occurs then the required action is anchor. Query answer: Unit-0331 route=east ridge; quota=87; permission=survey; window=19; cause=heat; action=anchor.
In archive gamma, Unit-0332 must take route amber ferry, has quota 14, uses permission signal, opens window 6, and if static occurs then the required action is cooldown. Query answer: Unit-0332 route=amber ferry; quota=14; permission=signal; window=6; cause=static; action=cooldown.
In archive gamma, Unit-0333 must take route delta canal, has quota 21, uses permission dock, opens window 11, and if wind occurs then the required action is inspect. Query answer: Unit-0333 route=delta canal; quota=21; permission=dock; window=11; cause=wind; action=inspect.
In archive gamma, Unit-0334 must take route silver spur, has quota 28, uses permission export, opens window 16, and if fog occurs then the required action is reroute. Query answer: Unit-0334 route=silver spur; quota=28; permission=export; window=16; cause=fog; action=reroute.
In archive gamma, Unit-0335 must take route north loop, has quota 35, uses permission read, opens window 3, and if rain occurs then the required action is delay. Query answer: Unit-0335 route=north loop; quota=35; permission=read; window=3; cause=rain; action=delay.
In archive gamma, Unit-0336 must take route east ridge, has quota 42, uses permission survey, opens window 8, and if heat occurs then the required action is anchor. Query answer: Unit-0336 route=east ridge; quota=42; permission=survey; window=8; cause=heat; action=anchor.
In archive gamma, Unit-0337 must take route amber ferry, has quota 49, uses permission signal, opens window 13, and if static occurs then the required action is cooldown. Query answer: Unit-0337 route=amber ferry; quota=49; permission=signal; window=13; cause=static; action=cooldown.
In archive gamma, Unit-0338 must take route delta canal, has quota 56, uses permission dock, opens window 18, and if wind occurs then the required action is inspect. Query answer: Unit-0338 route=delta canal; quota=56; permission=dock; window=18; cause=wind; action=inspect.
In archive gamma, Unit-0339 must take route silver spur, has quota 63, uses permission export, opens window 5, and if fog occurs then the required action is reroute. Query answer: Unit-0339 route=silver spur; quota=63; permission=export; window=5; cause=fog; action=reroute.
In archive gamma, Unit-0340 must take route north loop, has quota 70, uses permission read, opens window 10, and if rain occurs then the required action is delay. Query answer: Unit-0340 route=north loop; quota=70; permission=read; window=10; cause=rain; action=delay.
In archive gamma, Unit-0341 must take route east ridge, has quota 77, uses permission survey, opens window 15, and if heat occurs then the required action is anchor. Query answer: Unit-0341 route=east ridge; quota=77; permission=survey; window=15; cause=heat; action=anchor.
In archive gamma, Unit-0342 must take route amber ferry, has quota 84, uses permission signal, opens window 2, and if static occurs then the required action is cooldown. Query answer: Unit-0342 route=amber ferry; quota=84; permission=signal; window=2; cause=static; action=cooldown.
In archive gamma, Unit-0343 must take route delta canal, has quota 11, uses permission dock, opens window 7, and if wind occurs then the required action is inspect. Query answer: Unit-0343 route=delta canal; quota=11; permission=dock; window=7; cause=wind; action=inspect.
In archive gamma, Unit-0344 must take route silver spur, has quota 18, uses permission export, opens window 12, and if fog occurs then the required action is reroute. Query answer: Unit-0344 route=silver spur; quota=18; permission=export; window=12; cause=fog; action=reroute.
In archive gamma, Unit-0345 must take route north loop, has quota 25, uses permission read, opens window 17, and if rain occurs then the required action is delay. Query answer: Unit-0345 route=north loop; quota=25; permission=read; window=17; cause=rain; action=delay.
In archive gamma, Unit-0346 must take route east ridge, has quota 32, uses permission survey, opens window 4, and if heat occurs then the required action is anchor. Query answer: Unit-0346 route=east ridge; quota=32; permission=survey; window=4; cause=heat; action=anchor.
In archive gamma, Unit-0347 must take route amber ferry, has quota 39, uses permission signal, opens window 9, and if static occurs then the required action is cooldown. Query answer: Unit-0347 route=amber ferry; quota=39; permission=signal; window=9; cause=static; action=cooldown.
In archive gamma, Unit-0348 must take route delta canal, has quota 46, uses permission dock, opens window 14, and if wind occurs then the required action is inspect. Query answer: Unit-0348 route=delta canal; quota=46; permission=dock; window=14; cause=wind; action=inspect.
In archive gamma, Unit-0349 must take route silver spur, has quota 53, uses permission export, opens window 19, and if fog occurs then the required action is reroute. Query answer: Unit-0349 route=silver spur; quota=53; permission=export; window=19; cause=fog; action=reroute.
In archive gamma, Unit-0350 must take route north loop, has quota 60, uses permission read, opens window 6, and if rain occurs then the required action is delay. Query answer: Unit-0350 route=north loop; quota=60; permission=read; window=6; cause=rain; action=delay.
In archive gamma, Unit-0351 must take route east ridge, has quota 67, uses permission survey, opens window 11, and if heat occurs then the required action is anchor. Query answer: Unit-0351 route=east ridge; quota=67; permission=survey; window=11; cause=heat; action=anchor.
In archive gamma, Unit-0352 must take route amber ferry, has quota 74, uses permission signal, opens window 16, and if static occurs then the required action is cooldown. Query answer: Unit-0352 route=amber ferry; quota=74; permission=signal; window=16; cause=static; action=cooldown.
In archive gamma, Unit-0353 must take route delta canal, has quota 81, uses permission dock, opens window 3, and if wind occurs then the required action is inspect. Query answer: Unit-0353 route=delta canal; quota=81; permission=dock; window=3; cause=wind; action=inspect.
In archive gamma, Unit-0354 must take route silver spur, has quota 88, uses permission export, opens window 8, and if fog occurs then the required action is reroute. Query answer: Unit-0354 route=silver spur; quota=88; permission=export; window=8; cause=fog; action=reroute.
In archive gamma, Unit-0355 must take route north loop, has quota 15, uses permission read, opens window 13, and if rain occurs then the required action is delay. Query answer: Unit-0355 route=north loop; quota=15; permission=read; window=13; cause=rain; action=delay.
In archive gamma, Unit-0356 must take route east ridge, has quota 22, uses permission survey, opens window 18, and if heat occurs then the required action is anchor. Query answer: Unit-0356 route=east ridge; quota=22; permission=survey; window=18; cause=heat; action=anchor.
In archive gamma, Unit-0357 must take route amber ferry, has quota 29, uses permission signal, opens window 5, and if static occurs then the required action is cooldown. Query answer: Unit-0357 route=amber ferry; quota=29; permission=signal; window=5; cause=static; action=cooldown.
In archive gamma, Unit-0358 must take route delta canal, has quota 36, uses permission dock, opens window 10, and if wind occurs then the required action is inspect. Query answer: Unit-0358 route=delta canal; quota=36; permission=dock; window=10; cause=wind; action=inspect.
In archive gamma, Unit-0359 must take route silver spur, has quota 43, uses permission export, opens window 15, and if fog occurs then the required action is reroute. Query answer: Unit-0359 route=silver spur; quota=43; permission=export; window=15; cause=fog; action=reroute.
In archive gamma, Unit-0360 must take route north loop, has quota 50, uses permission read, opens window 2, and if rain occurs then the required action is delay. Query answer: Unit-0360 route=north loop; quota=50; permission=read; window=2; cause=rain; action=delay.
In archive gamma, Unit-0361 must take route east ridge, has quota 57, uses permission survey, opens window 7, and if heat occurs then the required action is anchor. Query answer: Unit-0361 route=east ridge; quota=57; permission=survey; window=7; cause=heat; action=anchor.
In archive gamma, Unit-0362 must take route amber ferry, has quota 64, uses permission signal, opens window 12, and if static occurs then the required action is cooldown. Query answer: Unit-0362 route=amber ferry; quota=64; permission=signal; window=12; cause=static; action=cooldown.
In archive gamma, Unit-0363 must take route delta canal, has quota 71, uses permission dock, opens window 17, and if wind occurs then the required action is inspect. Query answer: Unit-0363 route=delta canal; quota=71; permission=dock; window=17; cause=wind; action=inspect.
In archive gamma, Unit-0364 must take route silver spur, has quota 78, uses permission export, opens window 4, and if fog occurs then the required action is reroute. Query answer: Unit-0364 route=silver spur; quota=78; permission=export; window=4; cause=fog; action=reroute.
In archive gamma, Unit-0365 must take route north loop, has quota 85, uses permission read, opens window 9, and if rain occurs then the required action is delay. Query answer: Unit-0365 route=north loop; quota=85; permission=read; window=9; cause=rain; action=delay.
In archive gamma, Unit-0366 must take route east ridge, has quota 12, uses permission survey, opens window 14, and if heat occurs then the required action is anchor. Query answer: Unit-0366 route=east ridge; quota=12; permission=survey; window=14; cause=heat; action=anchor.
In archive gamma, Unit-0367 must take route amber ferry, has quota 19, uses permission signal, opens window 19, and if static occurs then the required action is cooldown. Query answer: Unit-0367 route=amber ferry; quota=19; permission=signal; window=19; cause=static; action=cooldown.
In archive gamma, Unit-0368 must take route delta canal, has quota 26, uses permission dock, opens window 6, and if wind occurs then the required action is inspect. Query answer: Unit-0368 route=delta canal; quota=26; permission=dock; window=6; cause=wind; action=inspect.
In archive gamma, Unit-0369 must take route silver spur, has quota 33, uses permission export, opens window 11, and if fog occurs then the required action is reroute. Query answer: Unit-0369 route=silver spur; quota=33; permission=export; window=11; cause=fog; action=reroute.
In archive gamma, Unit-0370 must take route north loop, has quota 40, uses permission read, opens window 16, and if rain occurs then the required action is delay. Query answer: Unit-0370 route=north loop; quota=40; permission=read; window=16; cause=rain; action=delay.
In archive gamma, Unit-0371 must take route east ridge, has quota 47, uses permission survey, opens window 3, and if heat occurs then the required action is anchor. Query answer: Unit-0371 route=east ridge; quota=47; permission=survey; window=3; cause=heat; action=anchor.
In archive gamma, Unit-0372 must take route amber ferry, has quota 54, uses permission signal, opens window 8, and if static occurs then the required action is cooldown. Query answer: Unit-0372 route=amber ferry; quota=54; permission=signal; window=8; cause=static; action=cooldown.
In archive gamma, Unit-0373 must take route delta canal, has quota 61, uses permission dock, opens window 13, and if wind occurs then the required action is inspect. Query answer: Unit-0373 route=delta canal; quota=61; permission=dock; window=13; cause=wind; action=inspect.
In archive gamma, Unit-0374 must take route silver spur, has quota 68, uses permission export, opens window 18, and if fog occurs then the required action is reroute. Query answer: Unit-0374 route=silver spur; quota=68; permission=export; window=18; cause=fog; action=reroute.
In archive gamma, Unit-0375 must take route north loop, has quota 75, uses permission read, opens window 5, and if rain occurs then the required action is delay. Query answer: Unit-0375 route=north loop; quota=75; permission=read; window=5; cause=rain; action=delay.
In archive gamma, Unit-0376 must take route east ridge, has quota 82, uses permission survey, opens window 10, and if heat occurs then the required action is anchor. Query answer: Unit-0376 route=east ridge; quota=82; permission=survey; window=10; cause=heat; action=anchor.
In archive gamma, Unit-0377 must take route amber ferry, has quota 89, uses permission signal, opens window 15, and if static occurs then the required action is cooldown. Query answer: Unit-0377 route=amber ferry; quota=89; permission=signal; window=15; cause=static; action=cooldown.
In archive gamma, Unit-0378 must take route delta canal, has quota 16, uses permission dock, opens window 2, and if wind occurs then the required action is inspect. Query answer: Unit-0378 route=delta canal; quota=16; permission=dock; window=2; cause=wind; action=inspect.
In archive gamma, Unit-0379 must take route silver spur, has quota 23, uses permission export, opens window 7, and if fog occurs then the required action is reroute. Query answer: Unit-0379 route=silver spur; quota=23; permission=export; window=7; cause=fog; action=reroute.
In archive gamma, Unit-0380 must take route north loop, has quota 30, uses permission read, opens window 12, and if rain occurs then the required action is delay. Query answer: Unit-0380 route=north loop; quota=30; permission=read; window=12; cause=rain; action=delay.
In archive gamma, Unit-0381 must take route east ridge, has quota 37, uses permission survey, opens window 17, and if heat occurs then the required action is anchor. Query answer: Unit-0381 route=east ridge; quota=37; permission=survey; window=17; cause=heat; action=anchor.
In archive gamma, Unit-0382 must take route amber ferry, has quota 44, uses permission signal, opens window 4, and if static occurs then the required action is cooldown. Query answer: Unit-0382 route=amber ferry; quota=44; permission=signal; window=4; cause=static; action=cooldown.
In archive gamma, Unit-0383 must take route delta canal, has quota 51, uses permission dock, opens window 9, and if wind occurs then the required action is inspect. Query answer: Unit-0383 route=delta canal; quota=51; permission=dock; window=9; cause=wind; action=inspect.
In archive gamma, Unit-0384 must take route silver spur, has quota 58, uses permission export, opens window 14, and if fog occurs then the required action is reroute. Query answer: Unit-0384 route=silver spur; quota=58; permission=export; window=14; cause=fog; action=reroute.
In archive gamma, Unit-0385 must take route north loop, has quota 65, uses permission read, opens window 19, and if rain occurs then the required action is delay. Query answer: Unit-0385 route=north loop; quota=65; permission=read; window=19; cause=rain; action=delay.
In archive gamma, Unit-0386 must take route east ridge, has quota 72, uses permission survey, opens window 6, and if heat occurs then the required action is anchor. Query answer: Unit-0386 route=east ridge; quota=72; permission=survey; window=6; cause=heat; action=anchor.
In archive gamma, Unit-0387 must take route amber ferry, has quota 79, uses permission signal, opens window 11, and if static occurs then the required action is cooldown. Query answer: Unit-0387 route=amber ferry; quota=79; permission=signal; window=11; cause=static; action=cooldown.
In archive gamma, Unit-0388 must take route delta canal, has quota 86, uses permission dock, opens window 16, and if wind occurs then the required action is inspect. Query answer: Unit-0388 route=delta canal; quota=86; permission=dock; window=16; cause=wind; action=inspect.
In archive gamma, Unit-0389 must take route silver spur, has quota 13, uses permission export, opens window 3, and if fog occurs then the required action is reroute. Query answer: Unit-0389 route=silver spur; quota=13; permission=export; window=3; cause=fog; action=reroute.
In archive gamma, Unit-0390 must take route north loop, has quota 20, uses permission read, opens window 8, and if rain occurs then the required action is delay. Query answer: Unit-0390 route=north loop; quota=20; permission=read; window=8; cause=rain; action=delay.
In archive gamma, Unit-0391 must take route east ridge, has quota 27, uses permission survey, opens window 13, and if heat occurs then the required action is anchor. Query answer: Unit-0391 route=east ridge; quota=27; permission=survey; window=13; cause=heat; action=anchor.
In archive gamma, Unit-0392 must take route amber ferry, has quota 34, uses permission signal, opens window 18, and if static occurs then the required action is cooldown. Query answer: Unit-0392 route=amber ferry; quota=34; permission=signal; window=18; cause=static; action=cooldown.
In archive gamma, Unit-0393 must take route delta canal, has quota 41, uses permission dock, opens window 5, and if wind occurs then the required action is inspect. Query answer: Unit-0393 route=delta canal; quota=41; permission=dock; window=5; cause=wind; action=inspect.
In archive gamma, Unit-0394 must take route silver spur, has quota 48, uses permission export, opens window 10, and if fog occurs then the required action is reroute. Query answer: Unit-0394 route=silver spur; quota=48; permission=export; window=10; cause=fog; action=reroute.
In archive gamma, Unit-0395 must take route north loop, has quota 55, uses permission read, opens window 15, and if rain occurs then the required action is delay. Query answer: Unit-0395 route=north loop; quota=55; permission=read; window=15; cause=rain; action=delay.
In archive gamma, Unit-0396 must take route east ridge, has quota 62, uses permission survey, opens window 2, and if heat occurs then the required action is anchor. Query answer: Unit-0396 route=east ridge; quota=62; permission=survey; window=2; cause=heat; action=anchor.
In archive gamma, Unit-0397 must take route amber ferry, has quota 69, uses permission signal, opens window 7, and if static occurs then the required action is cooldown. Query answer: Unit-0397 route=amber ferry; quota=69; permission=signal; window=7; cause=static; action=cooldown.
In archive gamma, Unit-0398 must take route delta canal, has quota 76, uses permission dock, opens window 12, and if wind occurs then the required action is inspect. Query answer: Unit-0398 route=delta canal; quota=76; permission=dock; window=12; cause=wind; action=inspect.
In archive gamma, Unit-0399 must take route silver spur, has quota 83, uses permission export, opens window 17, and if fog occurs then the required action is reroute. Query answer: Unit-0399 route=silver spur; quota=83; permission=export; window=17; cause=fog; action=reroute.
In archive gamma, Unit-0400 must take route north loop, has quota 10, uses permission read, opens window 4, and if rain occurs then the required action is delay. Query answer: Unit-0400 route=north loop; quota=10; permission=read; window=4; cause=rain; action=delay.
In archive gamma, Unit-0401 must take route east ridge, has quota 17, uses permission survey, opens window 9, and if heat occurs then the required action is anchor. Query answer: Unit-0401 route=east ridge; quota=17; permission=survey; window=9; cause=heat; action=anchor.
In archive gamma, Unit-0402 must take route amber ferry, has quota 24, uses permission signal, opens window 14, and if static occurs then the required action is cooldown. Query answer: Unit-0402 route=amber ferry; quota=24; permission=signal; window=14; cause=static; action=cooldown.
In archive gamma, Unit-0403 must take route delta canal, has quota 31, uses permission dock, opens window 19, and if wind occurs then the required action is inspect. Query answer: Unit-0403 route=delta canal; quota=31; permission=dock; window=19; cause=wind; action=inspect.
In archive gamma, Unit-0404 must take route silver spur, has quota 38, uses permission export, opens window 6, and if fog occurs then the required action is reroute. Query answer: Unit-0404 route=silver spur; quota=38; permission=export; window=6; cause=fog; action=reroute.
